District,Crop,Soil,Area_Hectares,Motor_HP,Total_Liters_Used,Irrigation_Hours
Multan,Cotton,Sandy,11.99,5.0,24310788.27,737.68
Hyderabad,Sugarcane,Loam,17.85,30.0,23048257.37,52.69
Lahore,Sugarcane,Clay,7.11,7.5,5474477.25,171.58
Sargodha,Rice,Clay,16.31,20.0,22382132.42,122.66
Sargodha,Maize,Clay,19.53,50.0,12057028.9,27.1
Sargodha,Maize,Clay,16.58,5.0,12818899.75,280.52
Hyderabad,Rice,Clay,2.48,25.0,2799063.74,8.45
Sargodha,Sugarcane,Clay,18.45,20.0,19969246.48,105.95
Faisalabad,Sugarcane,Clay,13.89,5.0,13780295.05,612.44
Faisalabad,Cotton,Sandy,7.91,7.5,9060041.04,261.35
Multan,Sugarcane,Loam,15.56,20.0,21185692.63,155.84
Hyderabad,Rice,Loam,5.58,50.0,9209734.54,13.78
Hyderabad,Rice,Loam,15.12,25.0,22065538.08,63.63
Sargodha,Rice,Loam,7.23,40.0,9153332.87,23.51
Sukkur,Maize,Clay,6.88,10.0,4991388.49,46.54
Sukkur,Cotton,Sandy,11.04,15.0,18751045.17,114.82
Faisalabad,Cotton,Clay,3.93,7.5,3057078.71,90.64
Hyderabad,Sugarcane,Clay,6.69,10.0,8608374.21,63.48
Sargodha,Cotton,Sandy,2.64,15.0,3803882.55,26.96
Bahawalpur,Cotton,Clay,9.98,5.0,11997299.05,617.31
Hyderabad,Sugarcane,Clay,3.21,5.0,2919888.03,42.89
Faisalabad,Maize,Clay,1.45,5.0,1115574.24,48.38
Bahawalpur,Sugarcane,Clay,18.07,50.0,16514203.09,88.95
Lahore,Sugarcane,Clay,3.54,10.0,3947621.75,90.56
Bahawalpur,Sugarcane,Loam,17.01,10.0,23601350.84,633.68
Lahore,Cotton,Loam,17.98,15.0,18247176.27,299.59
Lahore,Rice,Clay,10.89,50.0,13290295.81,65.32
Sargodha,Maize,Sandy,4.89,5.0,7563157.54,159.51
Hyderabad,Maize,Sandy,9.09,20.0,12674655.06,44.02
Sargodha,Cotton,Loam,1.3,20.0,1622921.24,8.45
Faisalabad,Cotton,Clay,18.27,50.0,18885212.13,79.97
Bahawalpur,Maize,Sandy,13.13,30.0,15343323.32,139.99
Sargodha,Wheat,Loam,7.06,5.0,7727578.94,168.13
Bahawalpur,Maize,Sandy,12.86,20.0,18095900.08,241.58
Lahore,Rice,Clay,7.27,7.5,8001605.48,263.07
Faisalabad,Maize,Loam,2.61,15.0,3255952.16,48.33
Lahore,Wheat,Loam,19.81,15.0,21040791.65,328.18
Bahawalpur,Maize,Loam,11.25,20.0,13300104.26,176.52
Multan,Sugarcane,Loam,11.45,7.5,16043961.4,304.33
Sargodha,Wheat,Sandy,9.51,5.0,19273665.91,406.15
Lahore,Cotton,Loam,9.12,5.0,10530315.98,501.27
Lahore,Maize,Loam,13.71,25.0,15308431.41,151.25
Hyderabad,Wheat,Clay,11.56,25.0,10781485.26,29.52
Hyderabad,Rice,Sandy,14.87,25.0,23736063.26,68.11
Sukkur,Wheat,Sandy,17.1,7.5,23038460.17,290.45
Bahawalpur,Wheat,Sandy,14.28,20.0,23006585.96,311.78
Sukkur,Rice,Clay,16.47,30.0,20137051.16,57.76
Sukkur,Sugarcane,Loam,17.5,30.0,24831112.25,78.29
Bahawalpur,Sugarcane,Clay,9.88,50.0,13165909.18,70.38
Sukkur,Sugarcane,Loam,15.85,40.0,22085741.71,49.53
Lahore,Maize,Loam,10.53,40.0,8976828.52,50.98
Multan,Sugarcane,Clay,15.99,5.0,19262171.69,564.41
Sukkur,Rice,Clay,3.29,25.0,3619002.16,12.58
Hyderabad,Wheat,Loam,12.29,30.0,12662131.19,30.55
Hyderabad,Cotton,Clay,15.78,40.0,14119187.97,24.28
Faisalabad,Wheat,Clay,6.0,15.0,6924752.58,100.9
Faisalabad,Maize,Sandy,5.03,40.0,7710640.95,40.47
Faisalabad,Rice,Clay,2.41,40.0,3434796.4,17.91
Hyderabad,Wheat,Loam,19.12,20.0,20943826.06,78.86
Faisalabad,Sugarcane,Sandy,5.9,15.0,11155174.81,155.99
Hyderabad,Sugarcane,Loam,13.1,40.0,14676382.32,25.38
Sargodha,Rice,Clay,4.91,7.5,5149432.34,74.4
Bahawalpur,Sugarcane,Sandy,16.83,7.5,34245383.69,1217.98
Bahawalpur,Rice,Loam,13.59,7.5,16852043.49,584.16
Sukkur,Cotton,Sandy,8.85,10.0,16967273.62,148.13
Multan,Sugarcane,Loam,7.19,20.0,5785846.73,40.58
Bahawalpur,Cotton,Clay,1.22,5.0,1132627.89,63.53
Sargodha,Wheat,Loam,18.31,40.0,24824210.88,64.53
Sukkur,Maize,Clay,6.52,5.0,6422880.49,112.79
Bahawalpur,Wheat,Sandy,14.71,10.0,19773736.79,558.46
Hyderabad,Wheat,Loam,13.54,30.0,12916046.61,31.68
Multan,Maize,Loam,9.89,50.0,10598182.74,31.36
Sargodha,Maize,Loam,17.87,40.0,18419823.64,48.37
Lahore,Rice,Sandy,4.67,25.0,9256777.06,89.29
Lahore,Sugarcane,Clay,19.38,10.0,16855163.65,378.25
Hyderabad,Cotton,Clay,6.81,15.0,5974775.86,29.22
Sargodha,Wheat,Clay,9.25,5.0,6122363.77,126.62
Multan,Cotton,Loam,16.38,25.0,13657887.0,75.82
Lahore,Sugarcane,Sandy,3.46,7.5,6376743.92,202.1
Multan,Rice,Sandy,11.89,15.0,27939762.16,261.15
Hyderabad,Wheat,Sandy,6.54,20.0,9840686.75,36.07
Sargodha,Wheat,Loam,18.77,5.0,24364308.84,532.27
Bahawalpur,Maize,Loam,18.32,50.0,16828056.02,93.07
Multan,Wheat,Loam,7.42,5.0,5879264.57,169.64
Sukkur,Sugarcane,Loam,1.95,40.0,2215939.08,5.08
Sargodha,Rice,Clay,17.42,40.0,21267370.77,55.06
Lahore,Cotton,Clay,19.79,5.0,16343600.29,733.91
Sargodha,Cotton,Loam,9.34,7.5,12138408.4,175.58
Bahawalpur,Rice,Loam,8.45,15.0,12127356.3,222.51
Sargodha,Sugarcane,Loam,8.26,25.0,10253102.46,45.24
Faisalabad,Wheat,Loam,7.86,25.0,9037575.21,79.55
Faisalabad,Wheat,Clay,11.96,50.0,9501322.73,43.07
Lahore,Rice,Sandy,3.4,30.0,7074296.8,54.37
Sukkur,Rice,Sandy,13.62,15.0,29261782.74,172.54
Lahore,Sugarcane,Loam,9.82,15.0,10390370.68,170.61
Hyderabad,Sugarcane,Loam,15.45,10.0,21340840.98,147.24
Hyderabad,Rice,Loam,4.38,10.0,4785996.56,34.28
Sargodha,Wheat,Sandy,15.22,15.0,26553623.79,198.0
Multan,Cotton,Sandy,6.34,7.5,10583881.33,202.76
Lahore,Wheat,Sandy,3.28,20.0,3165435.51,37.92
Hyderabad,Sugarcane,Clay,6.65,7.5,6601987.55,61.88
Bahawalpur,Wheat,Loam,4.41,30.0,4275383.79,39.85
Bahawalpur,Rice,Clay,10.73,50.0,13613499.13,77.25
Lahore,Cotton,Clay,6.18,40.0,5523490.68,33.22
Bahawalpur,Maize,Sandy,11.15,7.5,15472068.35,556.23
Bahawalpur,Sugarcane,Sandy,18.06,50.0,38591207.87,198.52
Hyderabad,Cotton,Clay,12.33,50.0,11869371.55,17.6
Sargodha,Rice,Loam,16.37,20.0,25988478.83,141.27
Sukkur,Maize,Clay,11.79,5.0,8040130.26,151.12
Lahore,Maize,Clay,10.97,25.0,8310449.53,80.53
Hyderabad,Cotton,Sandy,19.79,25.0,31602434.23,93.55
Faisalabad,Sugarcane,Sandy,11.18,20.0,19636099.29,202.82
Hyderabad,Cotton,Loam,11.12,7.5,10814947.22,105.24
Sukkur,Maize,Sandy,1.85,7.5,3523630.57,41.46
Bahawalpur,Rice,Sandy,18.55,10.0,34555722.75,912.9
Lahore,Cotton,Loam,17.35,25.0,18015550.34,173.67
Lahore,Cotton,Clay,6.04,50.0,5522543.23,26.8
Multan,Cotton,Loam,4.13,40.0,3187372.51,10.96
Lahore,Wheat,Sandy,11.9,50.0,10529026.26,48.85
Multan,Sugarcane,Loam,7.17,5.0,8082984.84,233.63
Sargodha,Rice,Sandy,6.62,10.0,15356664.18,161.01
Sargodha,Rice,Sandy,15.51,15.0,39477931.29,285.29
Lahore,Sugarcane,Clay,3.99,50.0,4311040.99,19.98
Faisalabad,Maize,Clay,11.76,10.0,10405527.64,229.87
Sukkur,Cotton,Clay,14.32,10.0,14080390.34,128.55
Sukkur,Wheat,Loam,19.8,15.0,30661523.88,193.24
Faisalabad,Cotton,Clay,5.83,10.0,4679460.74,104.46
Hyderabad,Sugarcane,Sandy,19.16,25.0,33807263.46,98.77
Bahawalpur,Wheat,Clay,4.21,50.0,3729701.71,20.3
Sargodha,Cotton,Sandy,19.95,7.5,26988447.13,377.1
Sukkur,Cotton,Loam,6.2,25.0,8057384.95,29.57
Sargodha,Cotton,Sandy,4.38,5.0,7696409.21,162.11
Multan,Cotton,Sandy,19.68,30.0,25392958.75,123.69
Sukkur,Sugarcane,Sandy,10.42,20.0,18721405.9,81.21
Sargodha,Wheat,Sandy,2.15,5.0,2080213.49,46.29
Lahore,Sugarcane,Clay,16.11,25.0,18377535.85,179.37
Sargodha,Sugarcane,Clay,17.69,7.5,13911020.75,208.27
Sargodha,Rice,Loam,12.62,30.0,19297065.06,72.98
Sukkur,Cotton,Sandy,12.65,20.0,17348382.13,79.51
Sukkur,Wheat,Clay,12.25,25.0,11943926.29,41.66
Hyderabad,Sugarcane,Sandy,19.04,10.0,36113166.77,248.33
Sukkur,Sugarcane,Loam,9.35,25.0,11531191.19,43.45
Faisalabad,Sugarcane,Loam,10.09,50.0,13104624.87,54.2
Faisalabad,Rice,Loam,11.41,15.0,20794787.94,301.85
Sargodha,Wheat,Loam,14.35,30.0,17028326.32,61.74
Sargodha,Cotton,Sandy,17.39,10.0,25197071.96,281.23
Multan,Sugarcane,Loam,19.1,5.0,20885492.1,609.56
Bahawalpur,Cotton,Clay,17.36,7.5,16803426.67,600.04
Hyderabad,Cotton,Loam,1.26,10.0,1663428.89,11.8
Bahawalpur,Sugarcane,Loam,11.57,20.0,11107906.26,158.31
Hyderabad,Sugarcane,Sandy,16.91,50.0,32198362.57,46.95
Faisalabad,Cotton,Loam,10.75,7.5,11982831.99,332.61
Lahore,Wheat,Clay,8.98,40.0,7802015.79,47.94
Sukkur,Sugarcane,Clay,18.22,10.0,19122968.72,169.3
Multan,Maize,Loam,11.72,20.0,12898106.48,93.97
Sargodha,Wheat,Loam,12.79,50.0,14879613.85,31.76
Lahore,Sugarcane,Sandy,13.27,5.0,29480364.11,1454.27
Lahore,Wheat,Loam,6.81,7.5,7789676.88,246.07
Sukkur,Sugarcane,Sandy,14.6,50.0,20202607.83,37.23
Hyderabad,Cotton,Loam,18.77,7.5,23224924.12,224.49
Hyderabad,Cotton,Loam,4.79,40.0,6449735.62,11.92
Multan,Wheat,Sandy,1.96,10.0,3095864.95,42.82
Sargodha,Cotton,Clay,6.68,25.0,6969872.32,28.94
Multan,Sugarcane,Loam,18.9,20.0,22937439.98,171.31
Multan,Wheat,Loam,6.52,15.0,6896592.34,69.44
Multan,Maize,Loam,12.15,10.0,12996721.1,189.02
Faisalabad,Wheat,Loam,2.12,20.0,2436763.59,26.64
Faisalabad,Sugarcane,Sandy,10.9,20.0,17312515.55,178.81
Lahore,Maize,Clay,2.03,15.0,1385259.56,21.65
Lahore,Sugarcane,Loam,11.35,5.0,12788104.49,599.49
Lahore,Rice,Loam,14.62,30.0,20217108.64,153.9
Sargodha,Wheat,Clay,17.69,25.0,19769817.93,87.51
Multan,Wheat,Sandy,1.46,25.0,2447585.73,14.21
Hyderabad,Sugarcane,Loam,3.13,25.0,3752922.03,10.28
Sukkur,Maize,Loam,11.91,30.0,10345234.16,30.75
Multan,Cotton,Clay,19.44,40.0,19435830.85,66.57
Hyderabad,Wheat,Sandy,1.71,10.0,2309217.43,17.05
Multan,Cotton,Clay,15.74,15.0,13441066.89,130.55
Sukkur,Maize,Clay,18.03,25.0,16931513.24,59.87
Sukkur,Rice,Sandy,8.44,7.5,17199994.85,204.57
Lahore,Wheat,Clay,10.55,40.0,9860780.66,60.42
Sargodha,Maize,Loam,13.67,7.5,12955625.14,180.9
Sukkur,Cotton,Loam,18.31,5.0,21415651.46,381.44
Multan,Sugarcane,Clay,14.54,5.0,21916570.34,655.53
Sargodha,Cotton,Clay,9.76,30.0,10150608.7,38.2
Hyderabad,Maize,Loam,6.41,5.0,7137155.72,107.25
Multan,Rice,Clay,19.96,25.0,26848155.49,148.66
Faisalabad,Rice,Sandy,5.86,20.0,12741565.31,144.55
Faisalabad,Rice,Loam,5.53,30.0,8869836.84,63.58
Sukkur,Sugarcane,Loam,15.02,10.0,15395903.05,138.75
Hyderabad,Wheat,Sandy,1.98,50.0,3266019.63,4.75
Multan,Sugarcane,Clay,10.86,10.0,11236926.61,163.14
Bahawalpur,Maize,Sandy,4.96,15.0,7031385.51,132.1
Bahawalpur,Sugarcane,Sandy,19.15,7.5,48616860.31,1764.0
Sukkur,Rice,Loam,8.4,10.0,14559178.1,127.36
Faisalabad,Maize,Clay,5.06,30.0,4354846.47,30.4
Sargodha,Wheat,Loam,5.47,15.0,7630345.7,55.71
Bahawalpur,Sugarcane,Sandy,9.05,10.0,17368348.72,475.39
Sargodha,Maize,Loam,7.61,40.0,7029785.25,18.58
Hyderabad,Wheat,Sandy,11.83,5.0,19746974.66,296.67
Sargodha,Maize,Clay,17.93,5.0,9414930.7,197.14
Bahawalpur,Cotton,Loam,7.09,40.0,7239527.98,47.93
Faisalabad,Cotton,Loam,4.88,40.0,5075098.26,28.31
Multan,Sugarcane,Loam,7.19,50.0,10628328.6,29.56
Sargodha,Sugarcane,Sandy,4.73,7.5,7346457.71,102.96
Bahawalpur,Wheat,Clay,13.77,20.0,15437800.09,210.96
Faisalabad,Maize,Clay,1.85,40.0,1093443.83,6.1
Faisalabad,Maize,Sandy,11.14,40.0,16050117.37,88.62
Sukkur,Maize,Sandy,1.59,50.0,1912070.15,3.42
Sukkur,Cotton,Loam,17.59,40.0,20004001.04,44.14
Sukkur,Sugarcane,Clay,14.42,7.5,13753399.68,166.3
Sargodha,Sugarcane,Loam,13.56,50.0,18139094.75,38.77
Hyderabad,Rice,Loam,10.97,25.0,18866454.79,54.52
Lahore,Maize,Sandy,2.65,30.0,3522781.18,27.97
Lahore,Cotton,Sandy,15.59,20.0,27352098.24,326.68
Sukkur,Rice,Clay,19.65,15.0,24545012.34,141.71
Multan,Cotton,Loam,14.8,25.0,15784723.78,90.21
Hyderabad,Sugarcane,Loam,18.44,5.0,26060451.86,370.81
Hyderabad,Wheat,Sandy,10.56,25.0,16418109.11,49.64
Bahawalpur,Maize,Sandy,10.46,5.0,17898133.32,1007.6
Lahore,Wheat,Loam,8.47,7.5,10578927.2,335.13
Sargodha,Rice,Loam,5.51,25.0,7085727.85,29.1
Hyderabad,Rice,Sandy,4.79,20.0,7111568.14,24.56
Lahore,Maize,Sandy,17.51,5.0,26597117.18,1194.88
Lahore,Wheat,Sandy,12.19,5.0,21130981.64,1019.72
Sukkur,Maize,Loam,2.69,30.0,3146370.15,9.71
Sukkur,Rice,Sandy,17.01,50.0,22220459.46,38.98
Hyderabad,Wheat,Sandy,13.67,50.0,17652787.07,26.25
Lahore,Cotton,Loam,3.11,7.5,3794950.85,124.23
Sargodha,Cotton,Loam,12.87,25.0,10555047.38,46.42
Sargodha,Wheat,Loam,11.52,5.0,10580144.62,233.62
Faisalabad,Wheat,Sandy,9.23,10.0,15453372.57,339.01
Hyderabad,Cotton,Clay,17.72,20.0,16579661.88,58.36
Hyderabad,Wheat,Sandy,3.3,20.0,4513591.04,16.82
Multan,Maize,Loam,16.18,50.0,17659906.13,50.69
Sukkur,Wheat,Loam,17.34,15.0,20314000.93,121.44
Sargodha,Sugarcane,Loam,18.8,15.0,30811317.86,227.81
Hyderabad,Sugarcane,Sandy,18.15,7.5,33345939.85,316.75
Bahawalpur,Cotton,Sandy,15.21,7.5,22015688.01,761.69
Faisalabad,Cotton,Sandy,15.41,5.0,28884490.79,1270.37
Faisalabad,Wheat,Sandy,16.14,25.0,28903049.85,240.31
Multan,Rice,Sandy,17.59,25.0,31729047.84,187.15
Multan,Rice,Clay,2.9,30.0,2945766.5,14.58
Multan,Sugarcane,Loam,19.95,20.0,20927029.73,157.41
Bahawalpur,Cotton,Loam,2.24,50.0,2635403.36,14.82
Sukkur,Sugarcane,Loam,18.63,50.0,24714719.89,45.62
Multan,Rice,Sandy,5.44,25.0,10150969.3,60.02
Faisalabad,Cotton,Clay,14.4,5.0,13125348.96,564.33
Sargodha,Rice,Sandy,2.88,7.5,5417208.85,75.1
Hyderabad,Cotton,Loam,18.04,10.0,31140416.77,214.06
Sukkur,Sugarcane,Sandy,3.97,40.0,7088595.18,15.28
Bahawalpur,Rice,Clay,3.83,5.0,4358433.07,247.74
Hyderabad,Cotton,Sandy,6.43,10.0,11661394.94,85.68
Hyderabad,Cotton,Sandy,16.0,10.0,26807543.68,202.17
Faisalabad,Sugarcane,Loam,7.97,20.0,11067160.59,118.71
Faisalabad,Wheat,Sandy,12.84,30.0,18994983.01,139.58
Lahore,Rice,Sandy,2.61,7.5,6023812.36,182.28
Sargodha,Wheat,Sandy,17.49,50.0,14635135.27,30.25
Lahore,Cotton,Loam,13.35,7.5,15334713.54,496.65
Faisalabad,Wheat,Loam,18.37,50.0,22037270.96,94.44
Sargodha,Maize,Sandy,8.21,30.0,15302088.26,53.36
Multan,Sugarcane,Sandy,14.76,7.5,29561040.87,554.95
Bahawalpur,Wheat,Sandy,10.2,20.0,15139513.52,201.67
Sargodha,Wheat,Loam,17.68,25.0,22294437.21,93.01
Lahore,Sugarcane,Sandy,12.21,7.5,17958639.48,553.1
Sargodha,Wheat,Sandy,4.64,7.5,8334714.68,124.44
Multan,Sugarcane,Sandy,10.08,40.0,13850153.86,48.99
Sargodha,Maize,Loam,11.2,15.0,8391847.48,63.5
Bahawalpur,Sugarcane,Clay,3.39,30.0,4886114.74,41.97
Sargodha,Cotton,Loam,13.09,7.5,12752207.21,179.3
Lahore,Wheat,Sandy,9.13,50.0,16195677.14,78.5
Hyderabad,Maize,Sandy,12.26,40.0,16478702.51,29.39
Sargodha,Rice,Loam,5.69,50.0,8263675.08,17.81
Faisalabad,Rice,Loam,12.62,5.0,14950873.98,621.49
Bahawalpur,Sugarcane,Loam,13.6,5.0,18808518.01,1012.79
Multan,Cotton,Clay,9.21,50.0,8488062.61,24.33
Hyderabad,Cotton,Loam,2.59,10.0,3220235.84,24.2
Faisalabad,Cotton,Clay,1.62,25.0,1323913.22,11.23
Multan,Cotton,Clay,6.89,20.0,8401968.58,60.02
Sukkur,Sugarcane,Sandy,8.14,20.0,14538680.33,65.85
Faisalabad,Wheat,Loam,19.99,10.0,17109398.07,389.55
Bahawalpur,Cotton,Loam,19.32,50.0,23208968.77,131.46
Multan,Maize,Clay,6.05,25.0,4439762.14,24.99
Sargodha,Cotton,Loam,11.69,5.0,14635652.9,323.06
Bahawalpur,Cotton,Loam,3.75,7.5,4982218.82,184.01
Lahore,Wheat,Loam,18.65,50.0,20945084.02,102.97
Hyderabad,Maize,Clay,1.16,10.0,921579.13,6.96
Lahore,Maize,Loam,11.46,15.0,10661824.87,167.56
Sargodha,Wheat,Clay,16.5,40.0,16634629.01,44.63
Hyderabad,Wheat,Sandy,11.48,7.5,18332701.65,174.44
Faisalabad,Rice,Sandy,12.18,30.0,27635643.62,199.38
Multan,Cotton,Loam,5.48,10.0,5643190.73,79.11
Bahawalpur,Cotton,Sandy,10.9,40.0,15327346.56,108.72
Multan,Rice,Sandy,4.8,10.0,11184643.4,158.13
Multan,Wheat,Clay,10.04,25.0,10251333.31,57.4
Sargodha,Sugarcane,Sandy,18.66,10.0,40201507.25,434.36
Lahore,Wheat,Loam,18.23,7.5,18542386.59,603.57
Multan,Maize,Sandy,4.3,7.5,5642741.92,111.37
Lahore,Wheat,Clay,5.74,25.0,6014098.19,54.3
Faisalabad,Cotton,Loam,7.59,15.0,7138161.91,107.3
Sukkur,Cotton,Loam,4.14,30.0,4429081.97,13.17
Faisalabad,Maize,Loam,4.05,10.0,4890619.36,102.32
Bahawalpur,Wheat,Clay,4.01,30.0,3978129.43,34.76
Sukkur,Sugarcane,Clay,7.1,30.0,5863272.1,16.74
Faisalabad,Cotton,Sandy,8.0,7.5,11610456.11,323.01
Sukkur,Sugarcane,Sandy,18.12,20.0,32180396.01,144.71
Lahore,Cotton,Clay,11.08,40.0,12655549.59,74.19
Hyderabad,Wheat,Loam,15.92,25.0,16461950.61,46.59
Hyderabad,Rice,Clay,15.88,15.0,23378571.4,113.12
Multan,Cotton,Clay,15.58,15.0,16092148.14,156.36
Hyderabad,Rice,Clay,14.1,40.0,16690998.5,29.31
Hyderabad,Wheat,Loam,8.91,50.0,10742039.87,15.3
Bahawalpur,Maize,Loam,10.54,10.0,8812844.46,237.66
Multan,Rice,Loam,11.69,15.0,17641369.2,171.91
Multan,Cotton,Loam,17.19,50.0,18860010.86,53.31
Hyderabad,Cotton,Loam,6.7,25.0,8558667.21,24.22
Lahore,Sugarcane,Clay,14.73,30.0,16885460.84,137.58
Bahawalpur,Rice,Sandy,9.17,20.0,17481740.48,230.35
Faisalabad,Maize,Sandy,17.59,7.5,17652071.21,533.47
Multan,Maize,Clay,2.95,15.0,2741511.46,26.23
Bahawalpur,Rice,Sandy,5.96,15.0,10748092.25,199.15
Bahawalpur,Maize,Sandy,10.56,50.0,17511711.11,93.24
Sargodha,Sugarcane,Sandy,11.11,20.0,18548592.96,100.94
Sukkur,Rice,Clay,19.55,7.5,24186767.17,287.81
Lahore,Wheat,Clay,9.09,10.0,7690881.33,188.96
Lahore,Maize,Sandy,19.36,30.0,28885245.16,226.47
Bahawalpur,Maize,Clay,11.29,10.0,7760447.08,200.04
Bahawalpur,Cotton,Sandy,17.49,40.0,39586304.25,274.46
Faisalabad,Sugarcane,Loam,16.23,7.5,24282843.2,722.58
Sukkur,Cotton,Loam,15.12,20.0,17674537.84,83.35
Sukkur,Sugarcane,Clay,4.21,5.0,4253577.09,73.22
Lahore,Rice,Clay,2.78,10.0,3762815.89,89.04
Faisalabad,Cotton,Sandy,9.54,5.0,17685922.62,777.48
Bahawalpur,Cotton,Clay,3.65,10.0,3785636.5,102.99
Sukkur,Maize,Loam,3.51,25.0,3407611.19,12.37
Sargodha,Wheat,Sandy,11.31,50.0,17305967.94,37.03
Faisalabad,Wheat,Sandy,9.14,20.0,13721166.85,145.53
Sukkur,Rice,Sandy,17.45,5.0,36503687.27,631.14
Sargodha,Rice,Clay,4.63,5.0,6987288.66,153.47
Hyderabad,Maize,Loam,4.34,20.0,3890846.67,14.52
Hyderabad,Maize,Clay,5.92,5.0,4172999.61,59.32
Sargodha,Cotton,Loam,17.25,25.0,15480619.95,67.81
Bahawalpur,Sugarcane,Loam,4.66,40.0,5254579.48,36.88
Faisalabad,Rice,Loam,18.38,5.0,17779297.11,760.44
Sargodha,Maize,Sandy,3.19,30.0,5546136.99,19.35
Multan,Wheat,Sandy,11.18,15.0,17214968.56,171.05
Hyderabad,Sugarcane,Loam,13.4,30.0,14902820.23,36.11
Lahore,Wheat,Loam,19.84,30.0,21863061.39,179.16
Sargodha,Wheat,Sandy,19.73,40.0,28654339.57,81.51
Faisalabad,Sugarcane,Loam,11.52,15.0,15395475.92,225.71
Faisalabad,Rice,Loam,6.74,7.5,9297229.73,279.49
Sargodha,Sugarcane,Clay,17.19,5.0,18131626.24,407.21
Sukkur,Maize,Loam,17.51,30.0,14300908.97,43.25
Faisalabad,Sugarcane,Clay,17.2,15.0,20484295.04,291.44
Faisalabad,Rice,Sandy,15.06,50.0,28912904.4,121.43
Lahore,Maize,Clay,17.47,25.0,14585644.83,134.95
Faisalabad,Cotton,Clay,10.33,40.0,10477955.04,58.96
Faisalabad,Maize,Loam,11.7,40.0,12851459.62,68.01
Sargodha,Cotton,Loam,19.57,20.0,27429181.79,144.8
Bahawalpur,Sugarcane,Loam,8.22,30.0,10248618.88,92.55
Faisalabad,Cotton,Loam,6.04,15.0,5391589.44,77.14
Faisalabad,Wheat,Clay,19.69,15.0,15314525.45,220.23
Lahore,Rice,Loam,2.24,40.0,3831449.81,22.83
Hyderabad,Wheat,Clay,2.91,20.0,2639336.92,9.32
Lahore,Maize,Clay,5.7,40.0,4130282.65,24.3
Multan,Sugarcane,Clay,16.56,15.0,19578772.01,195.52
Sukkur,Sugarcane,Clay,10.64,30.0,13110664.42,39.62
Sargodha,Sugarcane,Clay,10.76,10.0,13166910.45,138.02
Faisalabad,Wheat,Loam,17.07,25.0,18836825.01,162.48
Hyderabad,Rice,Loam,6.39,15.0,7448138.55,35.02
Sukkur,Rice,Clay,18.83,25.0,25850591.26,90.71
Lahore,Sugarcane,Loam,2.86,40.0,4066726.1,24.25
Sargodha,Wheat,Loam,15.27,25.0,16277252.88,72.66
Sukkur,Cotton,Clay,17.73,7.5,12223260.87,153.22
Multan,Sugarcane,Clay,16.78,10.0,15616390.36,229.9
Sargodha,Maize,Loam,6.91,25.0,5764968.1,25.95
Bahawalpur,Sugarcane,Loam,3.89,20.0,3398354.5,46.51
Hyderabad,Maize,Loam,8.91,5.0,8044494.74,112.84
Lahore,Wheat,Clay,18.5,7.5,15812265.99,517.47
Multan,Sugarcane,Sandy,5.08,40.0,12536145.3,46.17
Bahawalpur,Sugarcane,Loam,6.86,20.0,6254364.85,81.22
Multan,Cotton,Sandy,16.93,25.0,19035238.5,112.91
Multan,Maize,Sandy,3.83,5.0,6472465.26,182.2
Lahore,Maize,Sandy,14.27,20.0,17820285.8,212.86
Multan,Sugarcane,Sandy,4.18,40.0,6060678.6,21.99
Multan,Cotton,Sandy,13.58,40.0,27034001.72,99.26
Sukkur,Cotton,Loam,7.05,50.0,9042646.48,17.16
Sukkur,Rice,Loam,3.14,7.5,5344540.54,65.97
Sargodha,Maize,Loam,3.08,15.0,3392311.95,25.17
Lahore,Sugarcane,Loam,4.83,7.5,6450959.93,191.33
Lahore,Maize,Loam,19.33,30.0,17833983.64,132.71
Sukkur,Cotton,Clay,2.27,10.0,1404904.74,12.79
Sargodha,Maize,Clay,13.45,30.0,11733756.53,42.33
Hyderabad,Wheat,Sandy,13.66,15.0,18851971.64,95.4
Hyderabad,Sugarcane,Sandy,16.56,40.0,31839293.65,57.66
Multan,Maize,Clay,15.13,10.0,11290459.95,157.57
Lahore,Wheat,Sandy,11.73,50.0,16093990.89,71.92
Multan,Cotton,Clay,18.05,5.0,17375313.38,480.18
Sukkur,Wheat,Loam,17.27,5.0,19508972.15,345.67
Bahawalpur,Cotton,Loam,14.96,30.0,13417559.98,121.66
Faisalabad,Wheat,Clay,13.45,30.0,9351802.59,69.46
Lahore,Maize,Sandy,16.29,10.0,21426315.1,478.3
Faisalabad,Cotton,Sandy,14.92,15.0,21779913.94,316.63
Faisalabad,Rice,Clay,18.79,25.0,22133021.36,194.21
Sargodha,Rice,Clay,1.42,20.0,1653918.32,8.99
Lahore,Wheat,Clay,12.16,7.5,10896930.3,345.16
Sukkur,Rice,Sandy,2.78,25.0,6904399.7,24.45
Sargodha,Maize,Sandy,13.14,25.0,16094125.01,71.88
Hyderabad,Rice,Clay,14.63,5.0,18199314.36,260.85
Multan,Wheat,Clay,8.43,20.0,6392813.15,45.93
Faisalabad,Maize,Clay,13.28,40.0,10230291.08,54.31
Bahawalpur,Rice,Clay,7.33,30.0,10108370.6,91.4
Sargodha,Sugarcane,Clay,6.1,40.0,6303044.78,17.58
Faisalabad,Rice,Loam,1.83,15.0,2242096.02,33.67
Faisalabad,Rice,Loam,13.87,40.0,19336779.68,109.96
